id,title,keywords,abstract,body
pmid_19931397,Social cognition and the anterior temporal lobes.,,"Two distinct literatures have emerged on the functionality of the anterior temporal lobes (ATL): in one field, the ATLs are conceived of as a repository for semantic or conceptual knowledge. In another field, the ATLs are thought to play some undetermined role in social-emotional functions such as Theory of Mind. Here we attempted to reconcile these distinct functions by assessing whether social semantic processing can explain ATL activation in other social cognitive tasks. Social semantic functions refer to knowledge about social concepts and rules. In a first experiment we tested the idea that social semantic representations can account for activations in the ATL to social attribution stimuli such as Heider and Simmel animations. Left ATL activations to Heider and Simmel stimuli overlapped with activations to social words. In a second experiment we assessed the putative roles of the ATLs in the processing of narratives and theory of mind content and found evidence for a role of the ATLs in the processing of theory of mind but not narrative per se. These findings indicate that the ATLs are part of a neuronal network supporting social cognition and that they are engaged when tasks demand access to social conceptual knowledge. ",
pmid_21441977,Functional imaging reveals movement preparatory activity in the vegetative state.,"consciousness
functional imaging
intention
movement preparation
vegetative state","The vegetative state (VS) is characterized by the absence of awareness of self or the environment and preserved autonomic functions. The diagnosis relies critically on the lack of consistent signs of purposeful behavior in response to external stimulation. Yet, given that patients with disorders of consciousness often exhibit fragmented movement patterns, voluntary actions may go unnoticed. Here we designed a simple motor paradigm that could potentially detect signs of purposeful behavior in VS patients with mild to severe brain damage by examining the neural correlates of motor preparation in response to verbal commands. Twenty-four patients who met the diagnostic criteria for VS were recruited for this study. Eleven of these patients showing preserved auditory evoked potentials underwent functional magnetic resonance imaging (fMRI) to test for basic speech processing. Five of these patients, who showed word related activity, were included in a second fMRI study aimed at detecting functional changes in premotor cortex elicited by specific verbal instructions to move either their left or their right hand. Despite the lack of overt muscle activity, two patients out of five activated the dorsal premotor cortex contralateral to the instructed hand, consistent with movement preparation. Our results may reflect residual voluntary processing in these two patients. We believe that the identification of positive results with fMRI using this simple task, may complement the clinical assessment by helping attain a more precise diagnosis in patients with disorders of consciousness. ",
pmid_28609014,"Space, time, and episodic memory: The hippocampus is all over the cognitive map.","allocentric
cognitive map
egocentric
hippocampus
humans
path integration
spatial navigation","In recent years, the field has reached an impasse between models suggesting that the hippocampus is fundamentally involved in spatial processing and models suggesting that the hippocampus automatically encodes all dimensions of experience in the service of memory. Here, we consider key conceptual issues that have impeded progress in our understanding of hippocampal function, and we review findings that establish the scope and limits of hippocampal involvement in navigation and memory. We argue that space and time serve as a primary scaffold to break up experiences into specific contexts, and to organize multimodal input that is to be associated within a context. However, the hippocampus is clearly capable of incorporating additional dimensions into the scaffold if they are determined to be relevant in the event-defined context. Conceiving of the hippocampal representation as constrained by immediate task demands-yet preferring axes that involve space and time-helps to reconcile an otherwise disparate set of findings on the core function of the hippocampus. ",
pmid_28028808,Structural Gray Matter Alterations in Chronic Migraine: Implications for a Progressive Disease?,"chronic migraine
magnetic resonance imaging
migraine
pain processing
progression
voxel-based morphometry","To identify possible gray matter alterations in patients with chronic migraine using voxel-based morphometry (VBM). VBM studies demonstrate structural alterations of gray matter (GM) in episodic migraine (EM) patients. Some of these alterations correlate with disease duration and headache frequency. We assessed GM alterations in chronic migraine (CM) and EM to evaluate the concept of migraine as a progressive disorder of the brain. Individually age and sex-matched subjects with CM or EM (both without aura) and healthy controls (n = 21 per group) underwent magnetic resonance imaging-based VBM. We found an increase of GM volume (GMV) in amygdala and putamen, in CM compared to controls. GMV of EM compared to controls did not differ statistically significantly. Headache frequency in all migraineurs (EM and CM) correlated positively with GMV in putamen, frontal and temporal gyrus and negatively in left cuneus. CM is associated with structural changes in brain regions involved in pain processing but also in affective and cognitive aspects of pain. Some GM alterations are correlated with headache frequency assessed in EM and CM. The findings support the assumption that chronic pain alters brain plasticity. GMV increase may reflect a remodeling of the central nervous system due to repetitive headache attacks leading to chronic sensitization and a continuous ictal-like state of the brain in chronic migraineurs. ",
pmid_23840533,Manipulation of and sustained effects on the human brain induced by different modalities of acupuncture: an fMRI study.,,"The javascript:void(0)manipulation and sustained effects of acupuncture have been investigated in multiple studies, but several findings are inconsistent with one another. One possible explanation for these discrepancies is that different modalities of acupuncture were utilized in these studies. In the present study, we investigated both the manipulation and sustained effects of acupuncture in different modalities, including manual acupuncture (MA), electroacupuncture (EA) and transcutaneous electrical acupoint stimulation (TEAS). MA, EA, TEAS and sensory control stimulation were applied to 18 healthy subjects, and combined block-designed and resting-state fMRI scans were performed. In analyzing these data, the block-designed datasets were used to assess the manipulation effect by employing a modified general linear model. The data from the resting states, before and after stimulation, were used to explore the brain networks involved in the sustained effect. The results showed that the two 1-min stimulation periods produced similar activation patterns in the sensory control with positive activation in the sensorimotor areas and negative activation in the default mode areas. Although similar patterns could be detected in the first stimulation period in MA, EA and TEAS, no positive activation result was observed in the second stimulation period, and EA showed a more extensive deactivation compared to MA and TEAS. Additionally, all three of the modalities of acupuncture stimulation could increase the instinct brain network in rest. A more secure and spatially extended connectivity of the default mode network was observed following MA and EA, and TEAS specifically increased the functional connectivity in the sensorimotor network. The present study suggested that different brain mechanisms might be recruited in different acupuncture modalities. In addition, the findings from our work could provide methodological information for further research into the mechanism of acupuncture. ",
pmid_22835912,Abnormal neural activity of brain regions in treatment-resistant and treatment-sensitive major depressive disorder: a resting-state fMRI study.,,"Patients with treatment-resistant depression (TRD) and those with treatment-sensitive depression (TSD) responded to antidepressants differently. Previous studies have commonly shown that patients with TRD or TSD had abnormal neural activity in different brain regions. In the present study, we used a coherence-based ReHo (Cohe-ReHo) approach to test the hypothesis that patients with TRD or TSD had abnormal neural activity in different brain regions. Twenty-three patients with TRD, 22 with TSD, and 19 healthy subjects (HS) matched with gender, age, and education level participated in the study. ANOVA analysis revealed widespread differences in Cohe-ReHo values among the three groups in different brain regions which included bilateral superior frontal gyrus, bilateral cerebellum, left inferior temporal gyrus, left occipital cortex, and both sides of fusiform gyrus. Compared to HS, lower Cohe-ReHo values were observed in TRD group in bilateral superior frontal gyrus and left cerebellum; in contrast, in TSD group, lower Cohe-ReHo values were mainly found in bilateral superior frontal gyrus. Compared to TSD group, TRD group had lower Cohe-ReHo in bilateral cerebellum and higher Cohe-ReHo in left fusiform gyrus. There was a negative correlation between Cohe-ReHo values of the left fusiform gyrus and illness duration in the pooled patients (r = 0.480, p = 0.001). The sensitivity and specificity of cerebellar Cohe-ReHo values differentiating TRD from TSD were 83% and 86%, respectively. Compared to healthy controls, both TRD and TSD patients shared the majority of brain regions with abnormal neural activity. However, the lower Cohe-ReHo values in the cerebellum might be as a marker to differentiate TRD from TSD with high sensitivity and specificity. ",
pmid_31316408,Abnormal Regional Homogeneity in Patients With Obsessive-Compulsive Disorder and Their Unaffected Siblings: A Resting-State fMRI Study.,"neuroimaging endophenotype
obsessive-compulsive disorder
regional homogeneity
resting-state functional magnetic resonance imaging
sibling",,
pmid_22783172,L-DOPA changes spontaneous low-frequency BOLD signal oscillations in Parkinson's disease: a resting state fMRI study.,"BOLD signal
Parkinson's disease
dopamine
neural oscillation
resting-state fMRI","Analysis of the amplitude of low frequency BOLD signal fluctuations (ALFF) in the resting state has recently been used to study the dynamics of intrinsic neural activity. Several studies have also suggested its potential as a biomarker for neuropsychiatric disease. In the current study, we quantified ALFF to determine changes in intrinsic neural oscillations in patients with Parkinson's disease (PD) on and off L-DOPA. Twenty-four PD patients and 24 healthy age-matched controls participated in the study. PD patients underwent two resting state fMRI sessions, either ON a controlled dose of L-DOPA or following a placebo pill (OFF). Control participants underwent one test session. We found that there was increased amplitude of low frequency BOLD signal oscillations for PD patients OFF L-DOPA in the primary and secondary motor areas, and in the middle and medial prefrontal cortices. L-DOPA significantly reduced the amplitude of low frequency oscillations within these regions. The degree of ALFF in the premotor cortex predicted patients' motor performance as measured by the Grooved Pegboard task, such that greater ALFF was associated with poorer performance. These results are in line with the pathophysiology of PD, which shows changes in neural oscillations. Thus, frequency domain analyses of resting state BOLD fMRI signals may provide a useful means to study the pathophysiology of PD and the physiology of the brain's dopaminergic pathways. ",
pmid_23800464,"Is there a cerebellar compensatory effort in first-episode, treatment-naive major depressive disorder at rest?","AAL
Anatomical Automatic Labeling
BOLD
CSF
Cerebellum
DMN
DPARSF
Data Processing Assistant for Resting-State fMRI
Default mode network
EPI
FC
FD
FOV
FWHM
Fractional amplitude of low-frequency fluctuations
Functional connectivity
GM
GRF
GSReg
Gaussian Random Field
HRSD
Hamilton Rating Scale for Depression
IPL
MDD
MPFC
MPRAGE
Major depressive disorder
PCC/PCu
ROI
TI
TR/TE
VBM
VMHC
WCST
WM
Wisconsin Card Sorting Test
blood oxygen level-dependent
cerebrospinal fluid
default mode network
echo-planar imaging
fALFF
fMRI
field of view
fractional amplitude of low-frequency fluctuations
framewise displacement
full width at half maximum
functional connectivity
functional magnetic resonance imaging
global signal regression
gray matter
inferior parietal lobule
inversion time
magnetization-prepared rapid gradient echo
major depressive disorder
medial prefrontal cortex
posterior cingulate cortex/precuneus
region of interest
repetition time/echo time
voxel-based morphometry
voxel-mirrored homotopic connectivity
white matter","This study was undertaken to explore whether there is a cerebellar compensatory response in patients with first-episode, treatment-naive major depressive disorder (MDD). The cerebellar compensatory response is defined as a cerebellar hyperactivity which would be inversely correlated with both the activation of the functionally connected cerebral regions and the depression severity. Resting-state functional magnetic resonance imaging (fMRI) data of 24 patients with MDD and 24 healthy subjects were analyzed with the fractional amplitude of low-frequency fluctuations (fALFF) and functional connectivity (FC) methods. The structural images were processed with the voxel-based morphometry (VBM) method. Compared to healthy controls, depressed patients had significantly increased fALFF in the left Crus I and the left cerebellar lobule VI. FC analysis of these two seeded regions found that depressed patients had increased FC between the left Crus I and the right hippocampus, but had decreased FC between the left Crus I and the left inferior parietal lobule (IPL), and between the left cerebellar lobule VI and bilateral inferior temporal gyrus. No correlation was observed between the abnormal fALFF of the seeds and their connected regions and the depression severity or the executive function. The VBM results did not show significant reduction in gray or white matter volume in any above-mentioned region. Our findings suggest that increased cerebellar activity at resting state may be a disease state phenomenon but not a compensatory response to the dysfunction of the default mode network (DMN) in MDD. ",
pmid_18174910,Perception of dynamic changes in facial affect and identity in autism.,"amygdala
autism
emotion
fMRI
face processing","Despite elegant behavioral descriptions of abnormalities for processing emotional facial expressions and biological motion in autism, identification of the neural mechanisms underlying these abnormalities remains a critical and largely unmet challenge. We compared brain activity with dynamic and static facial expressions in participants with and without high-functioning autism using event-related functional magnetic resonance imaging (fMRI) and three classes of face stimuli-emotion morphs (fearful and angry), identity morphs and static images (fearful, angry and neutral). We observed reduced activity in the amygdala (AMY) and fusiform gyrus (FFG) to dynamic emotional expressions in people with autism. There was also a lack of modulation by dynamic compared with static emotional expressions of social brain regions including the AMY, posterior superior temporal sulcus (STS) region and FFG. We observed equivalent emotion and identity morph-evoked activity in participants with and without autism in a region corresponding to the expected location of the more generally motion-sensitive area MT or V5. We conclude that dysfunctions in key components of the human face processing system including the AMY, FFG and posterior STS region are present in individuals with high-functioning autism, and this dysfunction might contribute to the deficits in processing emotional facial expressions. ",
pmid_20603454,Neural abnormalities in early-onset and adolescence-onset conduct disorder.,,"Conduct disorder (CD) is characterized by severe antisocial behavior that emerges in childhood (early-onset CD [EO-CD]) or adolescence (adolescence-onset CD [AO-CD]). Early-onset CD is proposed to have a neurodevelopmental basis, whereas AO-CD is thought to emerge owing to social mimicry of deviant peers. However, this developmental taxonomic theory is debated after reports of neuropsychological impairments in both CD subtypes. A critical, although unaddressed, issue is whether these subtypes present similar or distinct neurophysiological profiles. Hence, we investigated neurophysiological responses to emotional and neutral faces in regions associated with antisocial behavior (ie, the amygdala, ventromedial prefrontal cortex, insula, and orbitofrontal cortex) in individuals with EO-CD and AO-CD and in healthy control subjects. To investigate whether EO-CD and AO-CD subjects show neurophysiological abnormalities. Case-control study. Government research institute, university department. Seventy-five male adolescents and young adults aged 16 to 21 years, including 27 with EO-CD, 25 with AO-CD, and 23 healthy controls. Main Outcome Measure Neural activations measured by functional magnetic resonance imaging while participants viewed angry, sad, and neutral faces. Comparing angry vs neutral faces, participants with both CD subtypes displayed reduced responses in regions associated with antisocial behavior compared with controls; differences between the CD subtypes were not significant. Comparing each expression with fixation baseline revealed an abnormal (increased) amygdala response to neutral but not angry faces in both groups of CD relative to controls. For sad vs neutral faces, reduced amygdala activation was observed in EO-CD relative to AO-CD and control participants. Comparing each expression with fixation revealed hypoactive amygdala responses to sadness in individuals with EO-CD relative to AO-CD participants and controls. These findings were not accounted for by attention-deficit/hyperactivity disorder symptoms. Neurophysiological abnormalities are observed in both CD subtypes, contrary to the developmental taxonomic theory of CD. Additional amygdala hypofunction in relation to sad expressions might indicate why EO-CD is more severe and persistent than AO-CD. ",
pmid_15050577,Neural representations of nouns and verbs in Chinese: an fMRI study.,,"The neural representation of nouns and verbs has been a focus of many recent neuroimaging and neuropsychological studies. These studies have in general found that in English and other Indo-European languages, verbs are represented in the frontal region (e.g., the left prefrontal cortex) while nouns in the posterior regions (the temporal-occipital regions). There is accumulating evidence, however, that the picture may have been overly simplified. In the present study, we examine the representations of nouns and verbs in Chinese, a language that has unique properties in its grammar and particularly in the structure of nouns and verbs. In an fMRI experiment, subjects viewed a list of disyllabic nouns, verbs, and class-ambiguous words and performed a lexical decision on the target. Results from the experiment indicate that nouns and verbs in Chinese activate a wide range of overlapping brain areas in distributed networks, in both the left and the right hemispheres. The results provide support for the prediction regarding the impact of linguistic typology and language-specific influences on the neural representation of grammatical categories. They are consistent with recent proposals that specific linguistic experience shapes neural systems of reading and speaking and that the language-specific properties of the Chinese grammar affect the representation, processing, and acquisition in this language. ",
pmid_34350243,Brain function state in different phases and its relationship with clinical symptoms of migraine: an fMRI study based on regional homogeneity (ReHo).,"Migraine
anterior cingulate cortex (ACC)
bilateral cuneus
functional magnetic resonance imaging (fMRI)
lingual gyrus
paracentral lobule (PCL)
regional homogeneity (ReHo)","Using fMRI to analysis of brain function state in migraineurs at different phases, and combined with the clinical symptoms to explore the mechanisms and outcomes of migraine. It's a case-control study. We analyzed the resting-state brain functional magnetic resonance imaging in 19 patients with episodes, 22 patients with interictal phase, and 22 healthy controls. The ReHo method was used for post-processing. All subjects were evaluated using the Montreal cognitive assessment (MoCA) scale, simple mental state examination (MMSE), Hamilton anxiety (HAMA) scale, and Hamilton depression (HAMD) scale. The subjects' clinical indicators (such as frequency of attack, course of disease, duration of each headache, and severity of headache) were correlated with the ReHo values of brain regions. This study was approved by the ethics committee of Yangtze River Shipping General Hospital. Compared with the interictal, patients in the episode group had lower activation in bilateral anterior cingulate cortex (ACC), with Montreal Neurological Institute (MNI) (-9, 42, 15); and had stronger activation in bilateral paracentral lobule (PCL), with MNI (-3, -24, 66). Compared with the control group, patients in interictal phase had lower activation in the bilateral cuneus and bilateral lingual gyrus, with MNI scores of (9, -84, 36) and (0, -72, 6), respectively. No significant difference in brain area was found between the episodes group and the control group. In the episodes group, a significant correlation was observed between attack frequency and ReHo value of the bilateral PCL (r=0.492; P=0.038). We need to observe the course of migraine as a whole. In the interictal period, the cuneus and lingual gyrus may affect the development of the disease. The ACC regulates different states of migraine by inducing anti-injury sensation regulation function. The paracentric lobule is not only associated with migraine attacks, but also with the frequency. This may have an effect on the outcome of subsequent migraines, as well as whether the condition becomes chronic, and the remodeling of the brain. ",
pmid_22026537,Brain correlates of craving for online gaming under cue exposure in subjects with Internet gaming addiction and in remitted subjects.,,"This study aimed to evaluate brain correlates of cue-induced craving to play online games in subjects with Internet gaming addiction (IGA), subjects in remission from IGA and controls. The craving response was assessed by event-related design of functional magnetic resonance images (fMRIs). Fifteen subjects with IGA, 15 in remission from IGA and 15 controls were recruited in this study. The subjects were arranged to view the gaming screenshots and neutral images under investigation of fMRIs. The results showed that bilateral dorsolateral prefrontal cortex (DLPFC), precuneus, left parahippocampus, posterior cingulate and right anterior cingulate were activated in response to gaming cues in the IGA group and their activation was stronger in the IGA group than those in the control group. Their region-of-interest was also positively correlated with subjective gaming urge under cue exposure. These activated brain areas represent the brain circuit corresponding to the mechanism of substance use disorder. Thus, it would suggest that the mechanism of IGA is similar to substance use disorder. Furthermore, the IGA group had stronger activation over right DLPFC and left parahippocampus than did the remission group. The two areas would be candidate markers for current addiction to online gaming and should be investigated in future studies. ",
pmid_28938229,Prevalence and correlates of comorbid depression in a nonclinical online sample with DSM-5 internet gaming disorder.,"Comorbidity
DSM-5
Depression
Internet gaming disorder
Predictor","We investigated the prevalence and correlates of comorbid depression among patients with internet gaming disorder using the Internet Gaming Disorder scale (IGD-9) and the Patient Health Questionnaire-9 (PHQ-9) among nonclinical online survey respondents. Korean adolescents and adults from 14 to 39 years of age were selected. We compared internet gaming use patterns and sociodemographic and clinical variables between patients with internet gaming disorder who had depression and those without depression. In 2016, 7200 people participated in an online survey. Respondents with internet gaming disorder that was comorbid with depression were older, more often female, had greater Internet Addiction Test total scores, Alcohol Use Disorder Identification Test total scores, Generalized Anxiety Disorder Scale-7 total scores, Fagerstrom Test for Nicotine Dependence total scores, and higher Dickman Dysfunctional Impulsivity Instrument dysfunctional subscale scores than those without depression. The binary logistic regression analysis revealed that female gender, problematic alcohol use, anxiety, and a past history of psychiatric counseling or treatment due to internet gaming use were significant predictors for comorbid depression among participants with internet gaming disorder. Depression was a common comorbidity of internet gaming disorder. Internet gaming disorder with comorbid depression was related to more serious psychiatric phenomenology and a greater psychiatric burden. ",
pmid_28249785,Identifying the presence of Parkinson's disease using low-frequency fluctuations in BOLD signals.,"Amplitude of low-frequency fluctuations
Fractional amplitude of low-frequency fluctuations
Parkinson’s disease
Resting-state functional magnetic resonance imaging","Parkinson's disease (PD) is a chronic, progressive, and degenerative neurological disorder that is characterized by the degeneration of dopamine neurons in the substantia nigra and the formation of intracellular Lewy inclusion bodies. Resting-state functional magnetic resonance imaging (RS-fMRI) has demonstrated evidence of changes in metabolic patterns in individuals with PD. The purpose of this study was to determine whether the presence of PD could be ""predicted"" based on resting fluctuations in the blood oxygenation level dependent signal. We utilized RS-fMRI to measure the amplitude of low-frequency fluctuation (ALFF) and the fractional ALFF (fALFF) in 51 patients with PD and 50 age- and sex-matched healthy controls. Compared with the healthy controls, the individuals with PD exhibited altered ALFFs in the bilateral lingual gyrus and left putamen and an altered fALFF in the right cerebellum posterior lobe. Support vector machines (SVMs), which comprise a supervised pattern recognition method that enables predictions at the individual level, were trained to separate individuals with PD from healthy controls based on the ALFF and fALFF. Using the leave-one-out cross-validation method to analyze our sample, we reliably distinguished the participants with PD from the controls with 92% sensitivity and 87% specificity. Overall, these findings suggest that the SVM-neuroimaging approach may be of particular clinical value because it enables the accurate identification of PD at the individual level. RS-fMRI should be considered for development as a biomarker and an analytical tool for the evaluation of PD. ",
pmid_31276799,Corresponding anatomical and coactivation architecture of the human precuneus showing similar connectivity patterns with macaques.,"Anatomical connectivity
Coactivation
Macaque
Parcellation
Precuneus","The precuneus (PCun) is one of the most expanded areas of the association cortex and plays an important role in integrating information from different modalities. However, whether the functional architecture of PCun is shared by humans and macaques is an open question. We used both anatomical connectivity and task-dependent coactivation patterns to parcellate the human PCun and consistently identified three subregions in the human PCun using two independent datasets. Two subregions were located in the dorsal PCun and one subregion was located in the ventral PCun. This parcellation scheme for the PCun was supported by identifying the subregion-specific networks and by functional characterization. Then, the absolute and relative gray matter volume of precuneus in human and macaque was calculated and significantly smaller absolute and relative gray matter volume in macaque was identified. Next, three macaque PCun subregions were defined based on our tractographic atlas. Finally, the whole brain anatomical connectivity patterns and connectivity fingerprints with 17 predefined homologous target brain areas were mapped for each PCun subregion and revealed that the PCun shares similar anatomical connectivity patterns in humans and macaques. The similar anatomical connectivity patterns of PCun were validated by an independent in-house dataset. Our findings demonstrated that anatomical connectivity patterns can reflect the functional architecture of the PCun in humans and that the functional architecture of the PCun is similar in humans and macaques. ",
pmid_28041652,Abnormal spontaneous brain activity in type 2 diabetic retinopathy revealed by amplitude of low-frequency fluctuations: a resting-state fMRI study.,,"To explore the altered spontaneous cerebral activity patterns and impaired functional regions in patients with diabetic retinopathy (DR) using resting-state functional magnetic resonance imaging (rs-fMRI) based on the amplitude of low-frequency fluctuations (ALFF) algorithm. Twenty-one patients with DR (mean age, 54.9±9.9 years; 11 females) and 17 healthy control subjects (54.8±5.7 years; 9 females) were prospectively studied. The DR patients underwent laboratory tests. All individuals underwent a neuropsychological test. The differences in the ALFF values between the two groups were compared. The relationships between ALFF values and clinical measurements were analysed using a multiple-factor analysis. Compared to the controls, the DR group showed significantly increased ALFF values in the bilateral occipital gyrus, right lingual gyrus, and precuneus, and decreased values in the right posterior/anterior cerebellar lobe and the parahippocampal, fusiform, superior temporal, inferior parietal, and angular gyrus. Furthermore, the Montreal Cognitive Assessment (MoCA) scores were negatively correlated with decreased ALFF values in the right occipital lobe of the DR group, while increased ALFF values in the right precuneus and lingual gyrus were found to be positively correlated with glycosylated haemoglobin (HbA1c) levels. Patients with DR showed spontaneous cerebral activity abnormalities in many cerebral regions that were associated with cognitive impairments. HbA1c levels altered spontaneous cerebral activity in DR patients. ",
pmid_24062782,Neural encoding of acupuncture needling sensations: evidence from a FMRI study.,,"Deqi response, a psychophysical response characterized by a spectrum of different needling sensations, is essential for Chinese acupuncture clinical efficacy. Previous neuroimaging research works have investigated the neural correlates of an overall deqi response by summating the scores of different needling sensations. However, the roles of individual sensations in brain activity and how they interact with each other remain to be clarified. In this study, we applied fMRI to investigate the neural correlates of individual components of deqi during acupuncture on the right LV3 (Taichong) acupoint. We selected a subset of deqi responses, namely, pressure, heaviness, fullness, numbness, and tingling. Using the individual components of deqi of different subjects as covariates in the analysis of percentage change of bold signal, pressure was found to be a striking sensation, contributing to most of negative activation of a limbic-paralimbic-neocortical network (LPNN). The similar or opposite neural activity in the heavily overlapping regions is found to be responding to different needling sensations, including bilateral LPNN, right orbitofrontal cortex, and bilateral posterior parietal cortex. These findings provide the neuroimaging evidence of how the individual needle sensations interact in the brain, showing that the modulatory effects of different needling sensations contribute to acupuncture modulations of LPNN network. ",
pmid_19636426,The effects of overfeeding on the neuronal response to visual food cues in thin and reduced-obese individuals.,,"The regulation of energy intake is a complex process involving the integration of homeostatic signals and both internal and external sensory inputs. The objective of this study was to examine the effects of short-term overfeeding on the neuronal response to food-related visual stimuli in individuals prone and resistant to weight gain. 22 thin and 19 reduced-obese (RO) individuals were studied. Functional magnetic resonance imaging (fMRI) was performed in the fasted state after two days of eucaloric energy intake and after two days of 30% overfeeding in a counterbalanced design. fMRI was performed while subjects viewed images of foods of high hedonic value and neutral non-food objects. In the eucaloric state, food as compared to non-food images elicited significantly greater activation of insula and inferior visual cortex in thin as compared to RO individuals. Two days of overfeeding led to significant attenuation of not only insula and visual cortex responses but also of hypothalamus response in thin as compared to RO individuals. These findings emphasize the important role of food-related visual cues in ingestive behavior and suggest that there are important phenotypic differences in the interactions between external visual sensory inputs, energy balance status, and brain regions involved in the regulation of energy intake. Furthermore, alterations in the neuronal response to food cues may relate to the propensity to gain weight. ",
pmid_21349186,Central modulation in cluster headache patients treated with occipital nerve stimulation: an FDG-PET study.,,"Occipital nerve stimulation (ONS) has raised new hope for drug-resistant chronic cluster headache (drCCH), a devastating condition. However its mode of action remains elusive. Since the long delay to meaningful effect suggests that ONS induces slow neuromodulation, we have searched for changes in central pain-control areas using metabolic neuroimaging. Ten drCCH patients underwent an 18FDG-PET scan after ONS, at delays varying between 0 and 30 months. All were scanned with ongoing ONS (ON) and with the stimulator switched OFF. After 6-30 months of ONS, 3 patients were pain free and 4 had a ≥ 90% reduction of attack frequency (responders). In all patients compared to controls, several areas of the pain matrix showed hypermetabolism: ipsilateral hypothalamus, midbrain and ipsilateral lower pons. All normalized after ONS, except for the hypothalamus. Switching the stimulator ON or OFF had little influence on brain glucose metabolism. The perigenual anterior cingulate cortex (PACC) was hyperactive in ONS responders compared to non-responders. Metabolic normalization in the pain neuromatrix and lack of short-term changes induced by the stimulation might support the hypothesis that ONS acts in drCCH through slow neuromodulatory processes. Selective activation in responders of PACC, a pivotal structure in the endogenous opioid system, suggests that ONS could restore balance within dysfunctioning pain control centres. That ONS is nothing but a symptomatic treatment might be illustrated by the persistent hypothalamic hypermetabolism, which could explain why autonomic attacks may persist despite pain relief and why cluster attacks recur shortly after stimulator arrest. PET studies on larger samples are warranted to confirm these first results. ",
pmid_36523434,Modulation of cerebral cortex activity by acupuncture in patients with prolonged disorder of consciousness: An fNIRS study.,"acupuncture
dorsolateral prefrontal cortex (DLPFC)
functional near-infrared spectroscopy (fNIRS)
neuroplasticity
prolonged disorder of consciousness","Acupuncture is a promising non-pharmacological therapy for patients with prolonged disorder of consciousness (PDOC); however, its underlying mechanism remains uncertain. This study aimed to reveal the modulatory effects of acupuncture on the cerebral cortex activity among patients with PDOC. Twenty-eight PDOC patients were randomly assigned to the treatment ( Compared to the control group, a single session of acupuncture significantly tended to enhance resting-state functional connectivity (rsFC) in DLPFC-M1, DLPFC-M1, and S1-S1. And the activation level of the DLPFC (both sides) in the acupuncture group is significantly higher than those in sham acupuncture group. However, no significant correlation was found between the consciousness level and activation response/functional connectivity. One session of acupuncture has a significant modulation of rsFC and activation in the DLPFC, M1, and S1 with PDOC patients. Acupuncture-evoked effect may have some functional significance in PDOC patients. This is an important step toward exploring the acupuncture effects on PDOC patients. ",
pmid_33007783,Reduced feelings of regret and enhanced fronto-striatal connectivity in elders with long-term Tai Chi experience.,"Tai Chi
functional connectivity
meditation
regret
striatum","The current study investigates how long-term Tai Chi experience affects the neural and emotional response to regret in elders. Participants perform the sequential risk-taking task while undergoing functional magnetic resonance imaging (fMRI) scanning. In the task, participants opened a series of boxes consecutively and decided when to stop. Each box contained a reward, except for one which contained a devil. If the devil was revealed, then this served to zero the participant's gain in that trial. Once stopped, participant's gains and missed chances were revealed. Behaviorally, the Tai Chi group showed less regret, reduced risk taking, higher levels of nonjudgment of inner experience and less emotional sensitivity to outcome. fMRI results showed that the Tai Chi group demonstrated stronger fronto-striatal functional connectivity in trials with numerous missed chances. The nonjudgment of inner experience mediated the impact of fronto-striatal functional connectivity on Tai Chi practitioners' emotional sensitivity to outcome. These results highlight that long-term Tai Chi exercise may be effective in alleviating feelings of regret in elders by promoting reduced judgment of inner experience and enhanced emotion regulation through the strengthening of fronto-striatal functional connectivity. ",
pmid_32705185,Altered spontaneous brain activity patterns in diabetic patients with vitreous hemorrhage using amplitude of low‑frequency fluctuation: A resting‑state fMRI study.,"vitreous hemorrhage
diabetes mellitus
amplitude of low-frequency
spontaneous brain activity","The aim of the present study was to assess the local character of spontaneous brain activity in type‑2 diabetic patients with vitreous hemorrhage (VH) and its relationship with clinical features via the amplitude of low‑frequency fluctuations (ALFF) method. A total of 31 subjects (15 females and 16 males) with type‑2 diabetic VH and 31 normal controls (NCs) with similar characteristics (sex, age and educational level) were recruited in the present study. All subjects underwent resting‑state functional magnetic resonance imaging scans. The local character of spontaneous brain activity was assessed using the ALFF method. The difference between the type‑2 diabetic patients with VH and NCs was determined using receiver operating characteristic curves. Pearson's correlation analysis was applied to evaluate the relationship between the mean ALFF values of specific brain areas and related clinical manifestations in type‑2 diabetic patients with VH. The ALFF values of type‑2 diabetic patients with VH were significantly increased in the right and left cerebellum posterior lobes, left cerebellum posterior lobe/left lingual gyrus and bilateral superior frontal gyrus/left postcentral gyrus, compared with those obtained for NCs (P<0.05). By contrast, these values were significantly decreased in the left and right middle frontal gyri, right medial frontal gyrus/left anterior cingulate, right inferior frontal gyrus, right superior frontal gyrus, right middle frontal gyrus, right superior frontal gyrus/middle frontal gyrus and left middle frontal gyrus of the former group compared with the NCs (P<0.05). Nevertheless, there was no significant association between the mean ALFF values and clinical characteristics in different brain areas. Unusual spontaneous activity occurred in multiple brain areas, which may suggest the neuropathological mechanisms of visual impairment in type‑2 diabetic patients with VH. ",
