pmcid,abstract
4190683," 
The diagnosis of Attention Deficit Hyperactivity Disorder (ADHD) is based on subjective measures despite evidence for multisystemic structural and functional deficits. ADHD patients have consistent neurofunctional deficits in motor response inhibition. The aim of this study was to apply pattern classification to task‐based functional magnetic resonance imaging (fMRI) of inhibition, to accurately predict the diagnostic status of ADHD. Thirty adolescent ADHD and thirty age‐matched healthy boys underwent fMRI while performing a Stop task. fMRI data were analyzed with Gaussian process classifiers (GPC), a machine learning approach, to predict individual ADHD diagnosis based on task‐based activation patterns. Traditional univariate case‐control analyses were also performed to replicate previous findings in a relatively large dataset. The pattern of brain activation correctly classified up to 90% of patients and 63% of controls, achieving an overall classification accuracy of 77%. The regions of the discriminative network most predictive of controls included later developing lateral prefrontal, striatal, and temporo‐parietal areas that mediate inhibition, while regions most predictive of ADHD were in earlier developing ventromedial fronto‐limbic regions, which furthermore correlated with symptom severity. Univariate analysis showed reduced activation in ADHD in bilateral ventrolateral prefrontal, striatal, and temporo‐parietal regions that overlapped with areas predictive of controls, suggesting the latter are dysfunctional areas in ADHD. We show that significant individual classification of ADHD patients of 77% can be achieved using whole brain pattern analysis of task‐based fMRI inhibition data, suggesting that multivariate pattern recognition analyses of inhibition networks can provide objective diagnostic neuroimaging biomarkers of ADHD.   Hum Brain Mapp 35:3083–3094, 2014  . ©   2013 Wiley Periodicals, Inc.  
 "
7194032," 
Autism spectrum disorder (ASD) is a neurodevelopmental disorder characterized by lack of attention to social cues in the environment, including speech. Hypersensitivity to sensory stimuli, such as loud noises, is also extremely common in youth with ASD. While a link between sensory hypersensitivity and impaired social functioning has been hypothesized, very little is known about the neural mechanisms whereby exposure to distracting sensory stimuli may interfere with the ability to direct attention to socially-relevant information. Here, we used functional magnetic resonance imaging (fMRI) in youth with and without ASD (N=54, age range 8–18 years) to ( ) examine brain responses during presentation of brief social interactions (i.e., two-people conversations) shrouded in ecologically-valid environmental noises, and ( ) assess how brain activity during encoding might relate to later accuracy in identifying what was heard. During exposure to conversation-in-noise (  vs  . conversation or noise alone), both neurotypical youth and youth with ASD showed robust activation of canonical language networks. However, the extent to which youth with ASD activated temporal language regions, including voice-selective cortex (i.e., posterior superior temporal sulcus), predicted later discriminative accuracy in identifying what was heard. Further, relative to neurotypical youth, ASD youth showed significantly greater activity in left-hemisphere speech-processing cortex (i.e., angular gyrus) while listening to conversation-in-noise (  vs  . conversation or noise alone). Notably, in youth with ASD, increased activity in this region was associated with higher social motivation and better social cognition measures. This heightened activity in voice-selective/speech-processing regions may serve as a compensatory mechanism allowing youth with ASD to hone in on the conversations they heard in the context of non-social distracting stimuli. These findings further suggest that focusing on social and non-social stimuli simultaneously may be more challenging for youth with ASD requiring the recruitment of additional neural resources to encode socially-relevant information. 
 "
7838677," 
 Background:   Odor identification (OI) ability is a suggested early biomarker of Alzheimer's disease. In this study, we investigated brain activity within the brain's olfactory network associated with OI in patients with amnestic mild cognitive impairment (aMCI) and mild Alzheimer's dementia (mAD) to uncover the neuronal basis of this impairment. 

 Materials and Methods:   Patients with aMCI (  n   = 11) or mAD (  n   = 6) and 28 healthy older adults underwent OI functional MRI (fMRI) at 3T, OI, odor discrimination, and cognitive tests and apolipoprotein-e4 (APOE4) genotyping. Eleven patients had cerebrospinal fluid (CSF) analyzed. Those with aMCI were followed for 2 years to examine conversion to dementia. 

 Results:   The aMCI/mAD group performed significantly worse on all OI tests and the odor discrimination test compared to controls. The aMCI/mAD group had reduced activation in the right anterior piriform cortex compared to the controls during OI fMRI [Gaussian random field (GRF) corrected cluster threshold,   p   < 0.05]. This group difference remained after correcting for age, sex education, and brain parenchymal fraction. This difference in piriform activity was driven primarily by differences in odor discrimination ability and to a lesser extent by OI ability. There was no group by odor discrimination/identification score interaction on brain activity. Across both groups, only odor discrimination score was significantly associated with brain activity located to the right piriform cortex. Brain activity during OI was not associated with Mini Mental Status Examination scores. At the group level, the aMCI/mAD group activated only the anterior insula, while the control group had significant activation within all regions of the olfactory network during OI fMRI. There was no association between brain activity during OI fMRI and total beta-amyloid levels in the CSF in the aMCI/mAD group. 

 Conclusion:   The OI impairment in aMCI/mAD patients is associated with significantly reduced activity in the piriform cortex compared to controls. Activation of downstream regions within the olfactory network is also significantly affected in the aMCI/mAD group, except the anterior insula, which is impinged late in the course of Alzheimer's disease. OI tests thus reflect Alzheimer's disease pathology in olfactory brain structures. 
 "
6908505," 
 Background:   Cognitive impairments in bipolar disorder (BD) such as memory deficits are associated with poor functional outcomes and it has been suggested that the brain-derived neurotrophic factor (BDNF) Val66Met polymorphism contributes to individual variability in memory function in BD. The current study investigated the relationship between the BDNF Val66Met polymorphism, neural activity during a picture-encoding task, and subsequent memory recall. 

 Methods:   A total of 70 patients with BD grouped according to genotype [ValVal or Met carriers (MetVal/MetMet)] underwent fMRI while performing a picture-encoding task. Memory for the encoded pictures was tested with a subsequent free recall memory task. 

 Results:   There was no difference between the ValVal homozygotes and Met carriers in the involvement of hypothesized memory encoding regions i.e. hippocampus and dorsal prefrontal cortex (dPFC). However, an exploratory whole-brain analysis showed greater encoding-related lateral occipital cortex activity in Met carriers. Behaviorally, Met carriers also showed better free recall of the encoded pictures. 

 Conclusions:   We found no effect of the BDNF genotype on encoding-related hippocampal and dPFC activity in BD, although Met carriers showed superior memory performance after the scan, which could be related to more efficient perceptual processing during encoding. 
 "
5394595," 
 Background:   Group cognitive behavior therapy (GCBT) is an effective treatment in improving self-management behaviors and quality of life for asthmatic patients. However, the mechanisms by which GCBT improves asthma-related clinical symptoms remain unknown. Previous studies have indicated that insula is an important region involved in the neuropathology of asthma. Therefore, we examined the possible alteration of functional connectivity (FC) in insula subregions after GCBT in asthmatic patients. 

 Methods:   Forty-two asthmatic patients and 60 healthy controls (HCs) received resting-state functional magnetic resonance imaging (rs-fMRI) scan and clinical assessments, 17 asthmatic patients completed GCBT treatment consisting of 8 sessions, and then received rs-fMRI scan and clinical assessments. 

 Results:   Asthmatic patients had greater left ventral anterior insula (vAI) FC with the left cerebellum posterior lobe, right middle temporal gyrus, and bilateral anterior cingulate cortex (ACC), but less FC with bilateral postcentral gyrus, bilateral occipital lobe, and left precentral gyrus compared with HCs. FC between left posterior insula and left medial frontal gyrus also increased in the patients. In addition, right vAI showed increased FC with right caudate and left putamen. FC between right dorsal anterior insula (dAI) and left calcarine however decreased. The increase in FC in insula subregions were significantly improved following GCBT. FC between the left vAI connectivity and left postcentral gyrus was positively correlated with the percentage of improvement in 17-items Hamilton depression rating scale scores, and FC between the right dAI and left calcarine was negatively associated with the improvement percentage in asthma control test scores. 

 Conclusions:   This study in the first time demonstrated that GCBT led to significant improvement of FC between insula subregions and other brain regions. 

 Clinical Trial Registration:   An investigation of therapeutic mechanism in asthmatic patients: based on the results of Group Cognitive Behavioral Therapy (Registration number: ChiCTR-COC-15007442) ( ). 
 "
7260173," 
Sleep deprivation significantly impairs a range of cognitive and brain function, particularly episodic memory and the underlying hippocampal function. However, it remains controversial whether one or two nights of recovery sleep following sleep deprivation fully restores brain and cognitive function. In this study, we used functional magnetic resonance imaging (fMRI) and examined the effects of two consecutive nights (20-hour time-in-bed) of recovery sleep on resting-state hippocampal connectivity and episodic memory deficits following one night of total sleep deprivation (TSD) in 39 healthy adults in a controlled in-laboratory protocol. TSD significantly reduced memory performance in a scene recognition task, impaired hippocampal connectivity to multiple prefrontal and default mode network regions, and disrupted the relationships between memory performance and hippocampal connectivity. Following TSD, two nights of recovery sleep restored hippocampal connectivity to baseline levels, but did not fully restore memory performance nor its associations with hippocampal connectivity. These findings suggest that more than two nights of recovery sleep are needed to fully restore memory function and hippocampal-memory associations after one night of total sleep loss. 
 "
5413198," 
Substance-dependent individuals often lack the ability to adjust decisions flexibly in response to the changes in reward contingencies. Prediction errors (PEs) are thought to mediate flexible decision-making by updating the reward values associated with available actions. In this study, we explored whether the neurobiological correlates of PEs are altered in alcohol dependence. Behavioral, and functional magnetic resonance imaging (fMRI) data were simultaneously acquired from 34 abstinent alcohol-dependent patients (ADP) and 26 healthy controls (HC) during a probabilistic reward-guided decision-making task with dynamically changing reinforcement contingencies. A hierarchical Bayesian inference method was used to fit and compare learning models with different assumptions about the amount of task-related information subjects may have inferred during the experiment. Here, we observed that the best-fitting model was a modified Rescorla-Wagner type model, the “double-update” model, which assumes that subjects infer the knowledge that reward contingencies are anti-correlated, and integrate both actual and hypothetical outcomes into their decisions. Moreover, comparison of the best-fitting model's parameters showed that ADP were less sensitive to punishments compared to HC. Hence, decisions of ADP after punishments were loosely coupled with the expected reward values assigned to them. A correlation analysis between the model-generated PEs and the fMRI data revealed a reduced association between these PEs and the BOLD activity in the dorsolateral prefrontal cortex (DLPFC) of ADP. A hemispheric asymmetry was observed in the DLPFC when positive and negative PE signals were analyzed separately. The right DLPFC activity in ADP showed a reduced correlation with positive PEs. On the other hand, ADP, particularly the patients with high dependence severity, recruited the left DLPFC to a lesser extent than HC for processing negative PE signals. These results suggest that the DLPFC, which has been linked to adaptive control of action selection, may play an important role in cognitive inflexibility observed in alcohol dependence when reinforcement contingencies change. Particularly, the left DLPFC may contribute to this impaired behavioral adaptation, possibly by impeding the extinction of the actions that no longer lead to a reward. 
   Highlights  
  
Alcohol-dependent patients (ADP) had difficulty adapting to the reversals. 
  
The impaired adaptation was associated with a decrease in punishment sensitivity. 
  
The dorsolateral prefrontal cortex (DLPFC) of ADP failed to track prediction errors. 
  
A reduced tracking of the negative prediction error was present in the left DLPFC. 
  
The clinical severity of dependence was correlated with abnormal DLPFC activity. 
  
 "
7275001," 
## Objective 
  
The purpose of the current study was to investigate chemotherapy-related variations in the intrinsic static and dynamic functional connectivity (sFC and dFC, respectively) of the executive control network (ECN) in lung cancer patients. 


## Materials and methods 
  
In this study, we evaluated 18 lung cancer patients scanned before and after adjuvant chemotherapy treatment and compared the patients with 21 healthy controls (HCs). All subjects underwent resting-state functional MRI (rs-fMRI). We constructed the sFC and dFC of the bilateral dorsolateral prefrontal cortex (DLPFC) using a sliding-window approach, and the correlations between the changed sFC or dFC and cognitive performance were analyzed. 


## Results 
  
Whole-brain sFC analysis showed that the lung cancer patients showed significant FC pattern changes in the bilateral DLPFC, mainly in the bilateral superior frontal gyrus (SFG), bilateral middle frontal gyrus, left superior temporal gyrus, left inferior parietal lobe and the right insula. Furthermore, after chemotherapy, the lung cancer patients showed significantly reduced dFC variability between the right DLPFC and right precuneus compared with HCs. In addition, the decreased dFC between the right DLPFC and left SFG in the lung cancer patients after chemotherapy in state 1 and between the right DLPFC and left insula in the lung cancer patients before chemotherapy in state 2 were negatively correlated with MoCA scores ((r = -0.520,   p   = 0.039; r = -0.548,   p   = 0.028, respectively). 


## Conclusions 
  
Our results reveal that dynamic connectivity analysis is more effective and sensitive than methods that assume static brain states for linking brain FC patterns and chemotherapy. 

 "
5416685," 
Major depression is associated with altered static functional connectivity in various brain networks, particularly the default mode network (DMN). Dynamic functional connectivity is a novel tool with little application in affective disorders to date, and holds the potential to unravel fluctuations in connectivity strength over time in major depression. We assessed stability of connectivity in major depression between the medial prefrontal cortex (mPFC) and posterior cingulate cortex (PCC), key nodes in the DMN that are implicated in ruminative cognitions. Functional connectivity stability between the mPFC and PCC over the course of a resting-state functional magnetic resonance imaging (fMRI) scan was compared between medication-free patients with major depression and healthy controls matched for age, sex and handedness. We tested replicability of the results in an independent sample using multi-echo resting-state fMRI. The primary sample included 20 patients and 19 controls, while the validation sample included 19 patients and 19 controls. Greater connectivity variability was detected in major depression between mPFC and PCC. This was demonstrated in both samples indicating that the results were reliable and were not influenced by the fMRI acquisition approach used. Our results demonstrate that alterations within the DMN in major depression go beyond changes in connectivity strength and extend to reduced connectivity stability within key DMN regions. Findings were robustly replicated across two independent samples. Further research is necessary to better understand the nature of these fluctuations in connectivity and their relationship to the aetiology of major depression. 
 "
8837589," 
Dynamic functional connectivity (dFC) has been increasingly used to characterize the brain transient temporal functional patterns and their alterations in diseased brains. Meanwhile, naturalistic neuroimaging paradigms have been an emerging approach for cognitive neuroscience with high ecological validity. However, the test–retest reliability of dFC in naturalistic paradigm neuroimaging is largely unknown. To address this issue, we examined the test–retest reliability of dFC in functional magnetic resonance imaging (fMRI) under natural viewing condition. The intraclass correlation coefficients (ICC) of four dFC statistics including standard deviation (Std), coefficient of variation (COV), amplitude of low frequency fluctuation (ALFF), and excursion (Excursion) were used to measure the test–retest reliability. The test–retest reliability of dFC in naturalistic viewing condition was then compared with that under resting state. Our experimental results showed that: (a) Global test–retest reliability of dFC was much lower than that of static functional connectivity (sFC) in both resting‐state and naturalistic viewing conditions; (b) Both global and local (including visual, limbic and default mode networks) test–retest reliability of dFC could be significantly improved in naturalistic viewing condition compared to that in resting state; (c) There existed strong negative correlation between sFC and dFC, weak negative correlation between dFC and dFC‐ICC (i.e., ICC of dFC), as well as weak positive correlation between dFC‐ICC and sFC‐ICC (i.e., ICC of sFC). The present study provides novel evidence for the promotion of naturalistic paradigm fMRI in functional brain network studies. 
  
We examined the test–retest reliability of dynamic functional connectivity (dFC) in fMRI under natural viewing condition. Our experimental results showed that both global and local test‐retest reliability of dFC can be significantly improved in naturalistic viewing condition compared to that in resting state.   
 "
7118554," 
## Introduction 
  
Developing a machine learning-based approach which could provide quantitative identification of major depressive disorder (MDD) is essential for the diagnosis and intervention of this disorder. However, the performances of traditional algorithms using static functional connectivity (SFC) measures were unsatisfactory. In the present work, we exploit the hidden information embedded in dynamic functional connectivity (DFC) and developed an accurate and objective image-based diagnosis system for MDD. 


## Methods 
  
MRI images were collected from 99 participants including 56 healthy controls and 43 MDD patients. DFC was calculated using a sliding-window algorithm. A non-linear support vector machine (SVM) approach was then used with the DFC matrices as features to distinguish MDD patients from healthy controls. The spatiotemporal characteristics of the most discriminative features were then investigated. 


## Results 
  
The area under the curve (AUC) of the SVM classifier with DFC measures reached 0.9913, while this value is only 0.8685 for the algorithm using SFC measures. Spatially, the most discriminative 28 connections distributed in the visual network (VN), somatomotor network (SMN), dorsal attention network (DAN), ventral attention network (VAN), limbic network (LN), frontoparietal network (FPN), and default mode network (DMN), etc. Notably, a large portion of these connections were associated with the FPN, DMN, and VN. Temporally, the most discriminative connections transited from the cortex to deeper regions. 


## Conclusion 
  
The results clearly suggested that DFC is superior to SFC and provide a reliable quantitative identification method for MDD. Our findings may furnish a better understanding of the neural mechanisms of MDD as well as improve accurate diagnosis and early intervention of this disorder. 

 "
8213933," 
## Introduction 
  
There has been a growing effort to characterize the time‐varying functional connectivity of resting state (RS) fMRI brain networks (RSNs). Although voxel‐wise connectivity studies have examined different sliding window lengths, nonsequential volume‐wise approaches have been less common. 


## Methods 
  
Inspired by earlier co‐activation pattern (CAP) studies, we applied hierarchical clustering (HC) to classify the image volumes of the RS‐fMRI data on 28 adolescents with autism spectrum disorder (ASD) and their 27 typically developing (TD) controls. We compared the distribution of the ASD and TD groups' volumes in CAPs as well as their voxel‐wise means. For simplification purposes, we conducted a group independent component analysis to extract 14 major RSNs. The RSNs' average   z  ‐scores enabled us to meaningfully regroup the RSNs and estimate the percentage of voxels within each RSN for which there was a significant group difference. These results were jointly interpreted to find global group‐specific patterns. 


## Results 
  
We found similar brain state proportions in 58 CAPs (clustering interval from 2 to 30). However, in many CAPs, the voxel‐wise means differed significantly within a matrix of 14 RSNs. The rest‐activated default mode‐positive and default mode‐negative brain state properties vary considerably in both groups over time. This division was seen clearly when the volumes were partitioned into two CAPs and then further examined along the HC dendrogram of the diversifying brain CAPs. The ASD group network activations followed a more heterogeneous distribution and some networks maintained higher baselines; throughout the brain deactivation state, the ASD participants had reduced deactivation in 12/14 networks. During default mode‐negative CAPs, the ASD group showed simultaneous visual network and either dorsal attention or default mode network overactivation. 


## Conclusion 
  
Nonsequential volume gathering into CAPs and the comparison of voxel‐wise signal changes provide a complementary perspective to connectivity and an alternative to sliding window analysis. 

  
Co‐activation patterns (CAPs) of resting state brain activity varyingly contain both default mode network (DMN)‐positive and default mode network‐negative brain state properties. With hierarchical clustering, they can be divided into shorter substates. When applied in autism spectrum disorder, this method showed simultaneous visual network and either dorsal attention or DMN overactivation during DMN‐negative CAPs. Nonsequential volume gathering into CAPs provides an alternative to sliding window analysis.   
 "
7416060," 
The neural mechanisms of drug cue‐reactivity regarding the temporal fluctuations of functional connectivity, namely the dynamic connectivity, are sparsely studied. Quantifying the task‐modulated variability in dynamic functional connectivity at cue exposure can aid the understanding. We analyzed changes in dynamic connectivity in 54 adult cannabis users and 90 controls during a cannabis cue exposure task. The variability was measured as standard deviation in the (a) connectivity weights of the default mode, the central executive, and the salience networks and two reward loci (amygdalae and nuclei accumbens); and (b) topological indexes of the whole brain (global efficiency, modularity and network resilience). These were compared for the main effects of task conditions and the group (users vs. controls), and correlated with pre‐ and during‐scan subjective craving. The variability of connectivity weights between the central executive network and nuclei accumbens was increased in users throughout the cue exposure task, and, was positively correlated with during‐scan craving for cannabis. The variability of modularity was not different by groups, but positively correlated with prescan craving. The variability of dynamic connectivity during cannabis cue exposure task between the central executive network and the nuclei accumbens, and, the level of modularity, seem to relate to the neural underpinning of cannabis use and the subjective craving. 
 "
8933317," 
Temporal lobe epilepsy (TLE) is a network disorder with a high incidence of memory impairment. Memory processing ability highly depends on the dynamic coordination between distinct modules within the hippocampal network. Here, we investigate the relationship between memory phenotypes and modular alterations of dynamic functional connectivity (FC) in the hippocampal network in TLE patients. Then, 31 healthy controls and 66 TLE patients with hippocampal sclerosis were recruited. The patients were classified into memory‐intact (MI, 35 cases) group and memory‐deficit (MD, 31 cases) group, each based on individual's Wechsler Memory Scale‐Revised score. The sliding‐windows approach and graph theory analysis were used to analyze the hippocampal network based on resting state functional magnetic resonance imaging. Temporal properties and modular metrics were calculated. Two discrete and switchable states were revealed: a high modularized state (State I) and a low modularized state (State II), which corresponded to either anterior or posterior hippocampal network dominated pattern. TLE was prone to drive less State I but more State II, and the tendency was more obvious in TLE‐MD. Additionally, TLE‐MD showed more widespread alterations of modular properties compared with TLE‐MI across two states. Furthermore, the dynamic modularity features had unique superiority in discriminating TLE‐MD from TLE‐MI. These findings demonstrated that state transitions and modular function of dissociable hippocampal networks were altered in TLE and more importantly, they could reflect different memory phenotypes. The trend revealed potential values of dynamic FC in elucidating the mechanism underlying memory impairments in TLE. 
  
The present research provides evidence that the modular organization of the hippocampal network fluctuates over time, presenting either anterior or posterior hippocampal network dominated states. We highlight that functional differences between Temporal lobe epilepsy (TLE) with and without memory impairment can be observed in modular alternations of the hippocampal network, which indicated that the dynamic functional alternations of the hippocampal network are more sensitive in reflecting memory impairment in TLE. Our findings introduced a new perspective of understanding the dynamic functional connectivity of memory network in different memory status in TLE, which could potentially facilitate the diagnosis and treatment strategies.   
 "
7721229," 
The dynamics of the human brain span multiple spatial scales, from connectivity associated with a specific region/network to the global organization, each representing different brain mechanisms. Yet brain reconfigurations at different spatial scales are seldom explored and whether they are associated with the neural aspects of brain disorders is far from understood. In this study, we introduced a dynamic measure called step‐wise functional network reconfiguration (sFNR) to characterize how brain configuration rewires at different spatial scales. We applied sFNR to two independent datasets, one includes 160 healthy controls (HCs) and 151 patients with schizophrenia (SZ) and the other one includes 314 HCs and 255 individuals with autism spectrum disorder (ASD). We found that both SZ and ASD have increased whole‐brain sFNR and sFNR between cerebellar and subcortical/sensorimotor domains. At the ICN level, the abnormalities in SZ are mainly located in ICNs within subcortical, sensory, and cerebellar domains, while the abnormalities in ASD are more widespread across domains. Interestingly, the overlap SZ‐ASD abnormality in sFNR between cerebellar and sensorimotor domains was correlated with the reasoning‐problem‐solving performance in SZ (  r   = −.1652,   p   = .0058) as well as the Autism Diagnostic Observation Schedule in ASD (  r   = .1853,   p   = .0077). Our findings suggest that dynamic reconfiguration deficits may represent a key intersecting point for SZ and ASD. The investigation of brain dynamics at different spatial scales can provide comprehensive insights into the functional reconfiguration, which might advance our knowledge of cognitive decline and other pathophysiology in brain disorders. 
  
In this study, we found that both schizophrenia and autism have increased whole‐brain dynamic network reconfiguration and increased dynamic network reconfiguration associated with cerebellar and subcortical/sensorimotor domains. Interestingly, the diseases' overlapping abnormality in dynamic network reconfiguration between cerebellar and sensorimotor domains was correlated with the reasoning‐problem‐solving performance in schizophrenia as well as the Autism Diagnostic Observation Schedule in autism. Our findings suggest that dynamic functional connectivity deficits may represent a key intersecting point for schizophrenia and autism.   
 "
6492297," 
Spatial or temporal aspects of neural organization are known to be important indices of how cognition is organized. However, measurements and estimations are often noisy and many of the algorithms used are probabilistic, which in combination have been argued to limit studies exploring the neural basis of specific aspects of cognition. Focusing on static and dynamic functional connectivity estimations, we propose to leverage this variability to improve statistical efficiency in relating these estimations to behavior. To achieve this goal, we use a procedure based on permutation testing that provides a way of combining the results from many individual tests that refer to the same hypothesis. This is needed when testing a measure whose value is obtained from a noisy process, which can be repeated multiple times, referred to as replications. Focusing on functional connectivity, this noisy process can be: (a) computational, for example, when using an approximate inference algorithm for which different runs can produce different results or (b) observational, if we have the capacity to acquire data multiple times, and the different acquired data sets can be considered noisy examples of some underlying truth. In both cases, we are not interested in the individual replications but on the unobserved process generating each replication. In this note, we show how results can be combined instead of choosing just one of the estimated models. Using both simulations and real data, we show the benefits of this approach in practice. 
 "
5761874," 
Estimation of functional connectivity (FC) has become an increasingly powerful tool for investigating healthy and abnormal brain function. Static connectivity, in particular, has played a large part in guiding conclusions from the majority of resting-state functional MRI studies. However, accumulating evidence points to the presence of temporal fluctuations in FC, leading to increasing interest in estimating FC as a dynamic quantity. One central issue that has arisen in this new view of connectivity is the dramatic increase in complexity caused by dynamic functional connectivity (dFC) estimation. To computationally handle this increased complexity, a limited set of dFC properties, primarily the mean and variance, have generally been considered. Additionally, it remains unclear how to integrate the increased information from dFC into pattern recognition techniques for subject-level prediction. In this study, we propose an approach to address these two issues based on a large number of previously unexplored temporal and spectral features of dynamic functional connectivity. A Generalized Autoregressive Conditional Heteroskedasticity (GARCH) model is used to estimate time-varying patterns of functional connectivity between resting-state networks. Time-frequency analysis is then performed on dFC estimates, and a large number of previously unexplored temporal and spectral features drawn from signal processing literature are extracted for dFC estimates. We apply the investigated features to two neurologic populations of interest, healthy controls and patients with temporal lobe epilepsy, and show that the proposed approach leads to substantial increases in predictive performance compared to both traditional estimates of static connectivity as well as current approaches to dFC. Variable importance is assessed and shows that there are several quantities that can be extracted from dFC signal which are more informative than the traditional mean or variance of dFC. This work illuminates many previously unexplored facets of the dynamic properties of functional connectivity between resting-state networks, and provides a platform for dynamic functional connectivity analysis that facilitates its usage as an investigative measure for healthy as well as abnormal brain function. 
 "
9057100," 
Dynamic functional network connectivity (dFNC) analysis is a widely used approach for capturing brain activation patterns, connectivity states, and network organization. However, a typical sliding window plus clustering (SWC) approach for analyzing dFNC models the system through a fixed sequence of connectivity states. SWC assumes connectivity patterns span throughout the brain, but they are relatively spatially constrained and temporally short‐lived in practice. Thus, SWC is neither designed to capture transient dynamic changes nor heterogeneity across subjects/time. We propose a state‐space time series summarization framework called “statelets” to address these shortcomings. It models functional connectivity dynamics at fine‐grained timescales, adapting time series motifs to changes in connectivity strength, and constructs a concise yet informative representation of the original data that conveys easily comprehensible information about the phenotypes. We leverage the earth mover distance in a nonstandard way to handle scale differences and utilize kernel density estimation to build a probability density profile for local motifs. We apply the framework to study dFNC of patients with schizophrenia (SZ) and healthy control (HC). Results demonstrate SZ subjects exhibit reduced modularity in their brain network organization relative to HC. Statelets in the HC group show an increased recurrence across the dFNC time‐course compared to the SZ. Analyzing the consistency of the connections across time reveals significant differences within visual, sensorimotor, and default mode regions where HC subjects show higher consistency than SZ. The introduced approach also enables handling dynamic information in cross‐modal and multimodal applications to study healthy and disordered brains. 
  
We proposed a novel method for analyzing dynamic functional connectivity via extracting high‐frequency texture from the connectivity space. The analysis of those motifs enables measuring the characteristics of brain circuitry and network organization. The experiments don't he summary motifs facilitate the observation of distinguishing connectivity signatures and the interplay among the hubs to process information   
 "
6787094," 
Prominent theories of consciousness emphasise different aspects of neurobiology, such as the integration and diversity of information processing within the brain. Here, we combine graph theory and dynamic functional connectivity to compare resting-state functional MRI data from awake volunteers, propofol-anaesthetised volunteers, and patients with disorders of consciousness, in order to identify consciousness-specific patterns of brain function. We demonstrate that cortical networks are especially affected by loss of consciousness during temporal states of high integration, exhibiting reduced functional diversity and compromised informational capacity, whereas thalamo-cortical functional disconnections emerge during states of higher segregation. Spatially, posterior regions of the brain’s default mode network exhibit reductions in both functional diversity and integration with the rest of the brain during unconsciousness. These results show that human consciousness relies on spatio-temporal interactions between brain integration and functional diversity, whose breakdown may represent a generalisable biomarker of loss of consciousness, with potential relevance for clinical practice. 
  
How do diversity (entropy) and integration of activity across brain regions interact to support consciousness? Here the authors show that anaesthetised individuals and patients with disorders of consciousness exhibit overlapping reductions in both diversity and integration in the brain’s default mode network. 
 "
6412974," 
## Purpose 
  
Characterize the static and dynamic functional connectivity for subjects with juvenile myoclonic epilepsy (JME) using a quantitative data-driven analysis approach. 


## Methods 
  
Whole-brain resting-state functional MRI data were acquired on a 3 T whole-body clinical MRI scanner from 18 subjects clinically diagnosed with JME and 25 healthy control subjects. 2-min sliding-window approach was incorporated in the quantitative data-driven data analysis framework to assess both the dynamic and static functional connectivity in the resting brains. Two-sample   t  -tests were performed voxel-wise to detect the differences in functional connectivity metrics based on connectivity strength and density. 


## Results 
  
The static functional connectivity metrics based on quantitative data-driven analysis of the entire 10-min acquisition window of resting-state functional MRI data revealed significantly enhanced functional connectivity in JME patients in bilateral dorsolateral prefrontal cortex, dorsal striatum, precentral and middle temporal gyri. The dynamic functional connectivity metrics derived by incorporating a 2-min sliding window into quantitative data-driven analysis demonstrated significant hyper dynamic functional connectivity in the dorsolateral prefrontal cortex, middle temporal gyrus and dorsal striatum. Connectivity strength metrics (both static and dynamic) can detect more extensive functional connectivity abnormalities in the resting-state functional networks (RFNs) and depict also larger overlap between static and dynamic functional connectivity results. 


## Conclusion 
  
Incorporating a 2-min sliding window into quantitative data-driven analysis of resting-state functional MRI data can reveal additional information on the temporally fluctuating RFNs of the human brain, which indicate that RFNs involving dorsolateral prefrontal cortex have temporal varying hyper dynamic characteristics in JME patients. Assessing dynamic along with static functional connectivity may provide further insights into the abnormal function connectivity underlying the pathological brain functioning in JME. 

   Highlights  
  
JME patients had hyper-connectivity in dorsolateral prefrontal cortex, dorsal striatum, and middle temporal gyri. 
  
Sliding window analysis captured more brain regions with enhanced functional connectivity. 
  
The dynamic functional connectivity produces both larger and more distinct brain regions of hyper-connectivity. 
  
Dynamic analysis also produces more statistically significant group analysis results. 
  
 "
