count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_range,age_minimum,age_maximum,age_median,id
26.0,Internet gaming disorder (IGD),patients,,26.0,0.0,,,,,,pmid_24469099
23.0,,healthy,,23.0,0.0,,,,,,pmid_24469099
28.0,high-functioning ASD,patients,,,,,,,,,pmid_23868876
28.0,non-autistic,non-autistic subjects,,,,,,,,,pmid_23868876
5.0,,healthy,,,,,,,,,pmid_16039604
6.0,IBS,patients,,,,,,,,,pmid_16039604
15.0,schizophrenia,patients,,,,,,,,,pmid_23957597
17.0,,healthy,,,,,,,,,pmid_23957597
13.0,,healthy,,,,,,,,,pmid_21440645
10.0,ex-smoking,patients,abstinent >12months,,,,,,,,pmid_21440645
13.0,smoking,patients,mean >6.5years of use,,,,,,,,pmid_21440645
15.0,,healthy,bipolar offspring,,,,,,,,pmid_23590840
16.0,healthy,control,,,,,,,,,pmid_23590840
11.0,,healthy,adult,,,,,,,,pmid_18573510
24.0,chronic tinnitus,patients,,,,,,,,,pmid_27458377
22.0,,healthy,,,,,,,,,pmid_27458377
16.0,recurrently depressed (DSM-IV) unmedicated outpatients,patients,,,,,,,,,pmid_22470470
17.0,,healthy,,,,,,,,,pmid_22470470
26.0,eating disorders,patients,female,0.0,26.0,,,,,,pmid_15229057
19.0,healthy,comparison subjects,female,0.0,19.0,,,,,,pmid_15229057
10.0,bulimia nervosa,patients,female,0.0,10.0,,,,,,pmid_15229057
16.0,anorexia nervosa,patients,female,0.0,16.0,,,,,,pmid_15229057
102.0,schizophrenia,patients,,,,,,,,,pmid_30272139
124.0,healthy,controls,,,,,,,,,pmid_30272139
18.0,ADHD,patients,boys,18.0,0.0,,,,,,pmid_25533997
19.0,ASD,patients,boys,19.0,0.0,,,,,,pmid_25533997
25.0,,healthy,,,,,,,,,pmid_25533997
15.0,,healthy,,,,,,,,,pmid_20561955
12.0,,healthy,,,,,,,,,pmid_20561955
30.0,healthy,patients,subgroup1,15.0,15.0,35.0,20-50,20.0,50.0,30.0,pmid_27859899
20.0,,healthy,subgroup2,10.0,10.0,45.0,30-60,30.0,60.0,40.0,pmid_27859899
25.0,young adults,patients,young adults,,,,18-32,18.0,32.0,,pmid_27460154
23.0,older adults,patients,older adults,,,,61-74,61.0,74.0,,pmid_27460154
49.0,,healthy,,,,,,,,,pmid_28236166
32.0,SD-aMCI,patients,SD-aMCI,,,,,,,,pmid_28236166
32.0,MD-aMCI,patients,MD-aMCI,,,,,,,,pmid_28236166
30.0,healthy,patients,group 1,15.0,15.0,25.0,20-30,20.0,30.0,25.0,pmid_21350872
40.0,,healthy,group 2,20.0,20.0,35.0,30-40,30.0,40.0,35.0,pmid_21350872
38.0,anhedonia,BATA,"medication-free, transdiagnostic, anhedonic sample",,,,,,,,pmid_34126308
35.0,anhedonia,MBCT,"medication-free, transdiagnostic, anhedonic sample",,,,,,,,pmid_34126308
20.0,,healthy,group 1,10.0,10.0,30.0,20-40,20.0,40.0,30.0,pmid_17492693
15.0,patients,patients,group 2,8.0,7.0,45.0,40-50,40.0,50.0,45.0,pmid_17492693
66.0,DOC patients,patients,traumatic and non-traumatic,,,,,,,,pmid_25880206
39.0,VS/UWS patients,patients,,,,,,,,,pmid_25880206
16.0,higher level activation patterns,patients,,,,,,,,,pmid_25880206
23.0,lower level activation patterns or no activation,patients,,,,,,,,,pmid_25880206
13.0,higher level activation pattern,patients,traumatic,,,,,,,,pmid_25880206
13.0,non-traumatic patients with lower level activation or without activation,patients,non-traumatic,,,,,,,,pmid_25880206
34.0,T2DM,patients,,,,,,,,,pmid_33071743
30.0,,healthy,,,,,,,,,pmid_33071743
19.0,FHP adolescents,patients,FHP,,,,,,,,pmid_22088655
16.0,,healthy,FHN,,,,,,,,pmid_22088655
50.0,healthy,patients,group 1,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_21209196
60.0,patients,patients,group 2,30.0,30.0,40.0,25-55,25.0,55.0,35.0,pmid_21209196
24.0,FD patients,patients,,,,,,,,,pmid_24851846
24.0,,healthy,,,,,,,,,pmid_24851846
19.0,IGD,patients,,,,,,,,,pmid_25218095
21.0,healthy,controls,HC,,,,,,,,pmid_25218095
19.0,schizophrenia patients with chronic AVH resistant to pharmacological treatment,patients,,,,,,,,,pmid_25468173
14.0,schizophrenia patients without AVH,patients,,,,,,,,,pmid_25468173
20.0,,healthy,,,,,,,,,pmid_25468173
26.0,ASD,patients,male,26.0,0.0,,,,,,pmid_27011784
35.0,,healthy,male,35.0,0.0,,,,,,pmid_27011784
28.0,chemotherapy,patients,chemotherapy,,,,,,,,pmid_29999422
23.0,surgery-only,patients,surgery-only,,,,,,,,pmid_29999422
12.0,vestibular migraine,patients,,,,,,,,,pmid_24814847
20.0,,healthy,TCC,10.0,10.0,65.0,60-70,60.0,70.0,65.0,pmid_34803624
15.0,elderly,patients,TCC,8.0,7.0,70.0,65-75,65.0,75.0,70.0,pmid_34803624
24.0,schizophrenia,patients,,,,,,,,,pmid_24675026
25.0,unaffected siblings,siblings,,,,,,,,,pmid_24675026
22.0,healthy,controls,,,,,,,,,pmid_24675026
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_17392317
60.0,patients,patients,Group B,30.0,30.0,45.0,30-60,30.0,60.0,40.0,pmid_17392317
26.0,type 2 diabetes patients,patients,first-degree relatives,,,,,,,,pmid_31137069
26.0,,healthy,,,,,,,,,pmid_31137069
36.0,cannabis users,patients,cannabis users,,,,,,,,pmid_34448889
33.0,,healthy,controls,,,,,,,,pmid_34448889
2.0,healthy,patients,group 1,10.0,15.0,35.0,20-50,20.0,50.0,30.0,pmid_18501969
3.0,,healthy,group 2,5.0,8.0,45.0,30-60,30.0,60.0,50.0,pmid_18501969
24.0,major depression,patients,medication-naive,,,,,,,,pmid_23616377
29.0,,healthy,demographically similar,,,,,,,,pmid_23616377
15.0,smokers,patients,abstinence,15.0,0.0,,,,,,pmid_29660044
15.0,,healthy,,15.0,0.0,,,,,,pmid_29660044
12.0,ALS,patients,,12.0,0.0,,,,,,pmid_25339740
12.0,healthy,controls,age-matched,12.0,0.0,,,,,,pmid_25339740
50.0,,healthy,control,25.0,25.0,30.0,20-40,20.0,40.0,30.0,pmid_15866151
30.0,patients,patients,experimental,15.0,15.0,45.0,35-55,35.0,55.0,45.0,pmid_15866151
100.0,schizophrenia,patients,drug-naive first-episode,,,,,,,,pmid_23732942
100.0,healthy,comparison subjects,matched,,,,,,,,pmid_23732942
39.0,Alzheimer's disease,patients,,,,,,,,,pmid_21862179
23.0,mild cognitive impairment,patients,,,,,,,,,pmid_21862179
43.0,healthy,elderly controls,,,,,,,,,pmid_21862179
21.0,heavy prenatal alcohol exposure,patients,AE,,,,,,,,pmid_25281280
21.0,,healthy,CON,,,,,,,,pmid_25281280
26.0,,healthy,demographically matched healthy elders,,,,,,,,pmid_30405392
26.0,tai chi,patients,elders with long-term tai chi experience,,,,,,,,pmid_30405392
46.0,adolescents,patients,minimal substance use histories,28.0,18.0,13.0,12-14 years,12.0,14.0,13.0,pmid_16047521
16.0,,healthy,,,,,,,,,pmid_19058792
11.0,SAD,patients,,,,,,,,,pmid_17595018
11.0,,healthy,,,,,,,,,pmid_17595018
66.0,schizophrenia,patients,,,,,,,,,pmid_26058049
76.0,healthy,comparison subjects,,,,,,,,,pmid_26058049
10.0,healthy,patients,group 1,5.0,5.0,30.0,20-40,20.0,40.0,30.0,pmid_30521951
15.0,patients,patients,group 2,8.0,7.0,45.0,35-55,35.0,55.0,45.0,pmid_30521951
20.0,ESRD,patients,,,,,,,,,pmid_35222228
17.0,,healthy,,,,,,,,,pmid_35222228
10.0,,healthy,,,,,,,,,pmid_22360595
20.0,chronic inflammatory pain,patients,EA treatment,10.0,10.0,45.0,30-60,30.0,60.0,40.0,pmid_33584196
175.0,schizophrenic patients,patients,,,,,,,,,pmid_18054834
177.0,,healthy,,,,,,,,,pmid_18054834
5.0,posttraumatic vegetative state,patients,,,,,,,,,pmid_19966571
1.0,minimal consciousness close to the vegetative state,patients,,,,,,,,,pmid_19966571
16.0,,healthy,,,,,,,,,pmid_16027012
20.0,,healthy,,,,,,,,,pmid_16027012
18.0,schizophrenia,patients,during psychosis,,,,,,,,pmid_23519021
20.0,,healthy,controls,,,,,,,,pmid_23519021
1.0,German musicians,patients,native,,,,,,,,pmid_17497646
1.0,German musicians,patients,non-native,,,,,,,,pmid_17497646
12.0,schizophrenia patients with persistent negative symptoms (PNS),patients,,,,,,,,,pmid_28390850
157.0,,healthy,,77.0,80.0,,30-54,30.0,54.0,,pmid_24267410
27.0,schizophrenia,patients,,15.0,12.0,35.0,20-50,20.0,50.0,30.0,pmid_31586408
28.0,bipolar disorder,patients,,10.0,18.0,40.0,25-55,25.0,55.0,38.0,pmid_31586408
31.0,major depressive disorder,patients,,12.0,19.0,45.0,30-60,30.0,60.0,42.0,pmid_31586408
25.0,autism spectrum disorder,patients,,20.0,5.0,28.0,18-40,18.0,40.0,25.0,pmid_31586408
110.0,,healthy,,50.0,60.0,32.0,20-45,20.0,45.0,30.0,pmid_31586408
20.0,limb-onset ALS,patients,,,,,,,,,pmid_21228916
50.0,,healthy,,25.0,25.0,38.0,18-58,18.0,58.0,38.0,pmid_19387979
14.0,,healthy,,,,,,,,,pmid_18486975
13.0,,healthy,,,,,,,,,pmid_20816040
13.0,adolescent bipolar disorder,patients,"manic, mixed, or hypomanic episodes",,,,,,,,pmid_20816040
21.0,adults,patients,adults,,,,,,,,pmid_19913101
23.0,youth,patients,youth,,,,,,,,pmid_19913101
121.0,psychopathy,patients,high,37.0,84.0,,,,,,pmid_24093010
121.0,psychopathy,patients,intermediate,44.0,77.0,,,,,,pmid_24093010
121.0,psychopathy,patients,low,40.0,81.0,,,,,,pmid_24093010
30.0,migraine patients without aura,patients,MwoA,,,,,,,,pmid_32066379
22.0,,healthy,HC,,,,,,,,pmid_32066379
17.0,SZ patients with AVHs,patients,AVHs,,,,,,,,pmid_26995674
15.0,SZ patients without AVHs,patients,without AVHs,,,,,,,,pmid_26995674
19.0,,healthy,,,,,,,,,pmid_26995674
14.0,major depressive disorder,patients,unmedicated,0.0,14.0,,,,,,pmid_32284075
13.0,never-disordered daughters of mothers with recurrent depression,patients,high risk,,,,,,,,pmid_20368513
13.0,,healthy,low risk,,,,,,,,pmid_20368513
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_15473974
40.0,,healthy,Group B,20.0,20.0,45.0,30-60,30.0,60.0,40.0,pmid_15473974
183.0,SZ patients,patients,,,,,,,,,pmid_29444726
178.0,,healthy,,,,,,,,,pmid_29444726
30.0,obsessive-compulsive disorder,patients,SSRIs,15.0,15.0,35.0,25-45,25.0,45.0,35.0,pmid_27504477
30.0,obsessive-compulsive disorder,patients,combined depression symptoms,15.0,15.0,40.0,30-50,30.0,50.0,40.0,pmid_27504477
18.0,TRD,patients,,,,,,,,,pmid_22306865
17.0,TSD,patients,,,,,,,,,pmid_22306865
17.0,,healthy,,,,,,,,,pmid_22306865
14.0,frequent marijuana use,patients,adolescents,,,,,,,,pmid_25692068
14.0,,healthy,adolescents,,,,,,,,pmid_25692068
13.0,pure CD,patients,boys,13.0,0.0,,,,,,pmid_19236528
20.0,pure ADHD,patients,boys,20.0,0.0,,,,,,pmid_19236528
20.0,,healthy,comparison boys,20.0,0.0,,,,,,pmid_19236528
50.0,chronic pain,patients,hypnosis,25.0,25.0,45.0,30-60,30.0,60.0,45.0,pmid_24535464
30.0,chronic pain,patients,meditation,15.0,15.0,50.0,40-60,40.0,60.0,50.0,pmid_24535464
20.0,chronic pain,patients,electrical stimulation,10.0,10.0,55.0,50-60,50.0,60.0,55.0,pmid_24535464
15.0,chronic pain,patients,neurofeedback,8.0,7.0,60.0,55-65,55.0,65.0,60.0,pmid_24535464
18.0,clinically isolated syndrome suggestive of MS (CISSMS),patients,,,,,,,,,pmid_15543553
18.0,,healthy,,,,,,,,,pmid_15543553
20.0,schizophrenia,patients,SZ,12.0,8.0,35.0,25-45,25.0,45.0,32.0,pmid_17151834
20.0,,healthy,HC,10.0,10.0,30.0,20-40,20.0,40.0,28.0,pmid_17151834
10.0,,healthy,,,,,,,,,pmid_23825583
14.0,patients,patients,off drug,,,,,,,,pmid_23825583
8.0,patients,patients,with left-sided mirror movements during right-hand movements,,,,,,,,pmid_23825583
6.0,patients,patients,without mirror movements,,,,,,,,pmid_23825583
10.0,schizophrenics,patients,medicated with typical neuroleptics (T1),,,,,,,,pmid_18097655
10.0,schizophrenics,patients,after switching to olanzapine (T2),,,,,,,,pmid_18097655
10.0,healthy,volunteers,matched healthy volunteers,,,,,,,,pmid_18097655
14.0,bipolar depressed patients with a diagnosis conversion from MDD to BD,patients,,,,,,,,,pmid_28384269
14.0,patients with diagnosis of MDD,patients,,,,,,,,,pmid_28384269
14.0,,healthy,,,,,,,,,pmid_28384269
8.0,autistic patients,patients,high-functioning,,,,,,,,pmid_15336514
8.0,,healthy,,,,,,,,,pmid_15336514
14.0,,healthy,,,,,,,,,pmid_12499108
46011.0,dementia and mild cognitive impairment (MCI),participants,aged 60 years or older,,,,,,,,pmid_33271079
20.0,,healthy,group 1,10.0,10.0,25.0,20-30,20.0,30.0,25.0,pmid_17488204
15.0,patients,patients,group 2,8.0,7.0,35.0,30-40,30.0,40.0,35.0,pmid_17488204
28.0,,healthy,,,,,,,,,pmid_16859416
31.0,native Mandarin speakers,participants,Mandarin speakers,,,,,,,,pmid_36097409
25.0,persistent LBLP,patients,,,,,,,,,pmid_30677731
26.0,healthy,control subjects,,,,,,,,,pmid_30677731
45.0,MDD,patients,,,,,,,,,pmid_20493670
30.0,,healthy,male,30.0,0.0,,,,,,pmid_18294618
1.0,amnesic people with bilateral hippocampal damage,patients,K.C.,,,,,,,,pmid_17853413
62.0,chronic primary insomnia,patients,active,,,,,,,,pmid_31846980
62.0,chronic primary insomnia,patients,sham,,,,,,,,pmid_31846980
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_23800791
60.0,patients,patients,Group B,30.0,30.0,45.0,30-60,30.0,60.0,40.0,pmid_23800791
15.0,substance use disorder,patients,adolescents,,,,,,,,pmid_24071571
17.0,,healthy,adolescents,,,,,,,,pmid_24071571
22.0,BPD,patients,unmedicated,,,,,,,,pmid_22397907
22.0,healthy,participants,,,,,,,,,pmid_22397907
15.0,,healthy,volunteers,,,,,,,,pmid_15961049
15.0,,healthy,right-handed males,15.0,0.0,,,,,,pmid_17936643
10.0,healthy,patients,group 1,5.0,5.0,30.0,20-40,20.0,40.0,25.0,pmid_23785659
15.0,,healthy,group 2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,pmid_23785659
15.0,ADHD,patients,ADHD children,15.0,0.0,,,,,,pmid_22139325
15.0,,healthy,control children,15.0,0.0,,,,,,pmid_22139325
19.0,Parkinson's disease,patients,medicated,,,,,,,,pmid_28486506
19.0,healthy,controls,matched,,,,,,,,pmid_28486506
30.0,Alzheimer's disease,patients,AD,,,,,,,,pmid_28466439
14.0,amnestic mild cognitive impairment,patients,aMCI,,,,,,,,pmid_28466439
18.0,,healthy,controls,,,,,,,,pmid_28466439
18.0,ADHD,patients,children/adolescents,,,,7.5-13years,,,,pmid_28057397
18.0,healthy,controls,matched,,,,,,,,pmid_28057397
134.0,noninsulin-dependent type 2 diabetes mellitus,patients,,,,,,,,,pmid_22651864
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_15592463
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,40.0,pmid_15592463
50.0,Alzheimer's disease,patients,Group A,20.0,30.0,70.0,60-80,60.0,80.0,70.0,pmid_33667416
50.0,,healthy,Group B,25.0,25.0,65.0,55-75,55.0,75.0,65.0,pmid_33667416
60.0,working memory,participants,neuroimaging,,,,,,,,pmid_15040547
20.0,,healthy,,,,,,,,,pmid_27687019
20.0,Internet gaming disorder (IGD),patients,,,,,,,,,pmid_27687019
23.0,recreational Internet gaming users (RGU),patients,,,,,,,,,pmid_27687019
11.0,ADHD,patients,medication-naive adults with persistent inattentive/hyperactive behaviours,,,,,,,,pmid_21601434
15.0,,healthy,age-matched,,,,,,,,pmid_21601434
12.0,ADHD,patients,children,12.0,0.0,,,,,,pmid_22392009
12.0,healthy,control,children,,,,,,,,pmid_22392009
15.0,GSAD,patients,,,,,,,,,pmid_27296506
19.0,healthy,control participants,,,,,,,,,pmid_27296506
11.0,pure oppositional defiant disorder (ODD),patients,boys,11.0,0.0,11.0,10 to 12,10.0,12.0,11.0,pmid_24390655
10.0,,healthy,boys,10.0,0.0,11.0,10 to 12,10.0,12.0,11.0,pmid_24390655
24.0,treatment-resistant depression,patients,,,,,,,,,pmid_21338650
19.0,,healthy,,,,,,,,,pmid_21338650
20.0,,healthy,,10.0,10.0,35.0,25-45,25.0,45.0,35.0,pmid_17047671
30.0,alcohol-dependent,patients,detoxified,20.0,10.0,40.0,30-50,30.0,50.0,40.0,pmid_17047671
30.0,healthy,patients,group A,15.0,15.0,25.0,20-30,20.0,30.0,25.0,pmid_24184440
25.0,,healthy,group B,10.0,15.0,35.0,30-40,30.0,40.0,35.0,pmid_24184440
60.0,,healthy,,,,,,,,,pmid_33851199
109.0,,healthy,,,,,,,,,pmid_33851199
39.0,eating disorders,participants,,,,,,,,,pmid_33851199
62.0,obesity,participants,,,,,,,,,pmid_33851199
44.0,schizophrenia,patients,"first-episode, drug-naive",,,,,,,,pmid_30863277
42.0,schizophrenia,unaffected siblings,,,,,,,,,pmid_30863277
44.0,,healthy,,,,,,,,,pmid_30863277
24.0,pathological gamblers,patients,,,,,,,,,pmid_28612049
24.0,,healthy,,,,,,,,,pmid_28612049
20.0,non-treatment seeking cocaine-dependent,patients,,,,,,,,,pmid_27441590
20.0,,healthy,,,,,,,,,pmid_27441590
26.0,alcoholic,patients,,,,,,,,,pmid_24781521
26.0,,healthy,,,,,,,,,pmid_24781521
140.0,KOA,patients,,,,,,,,,pmid_31472246
257.0,high trait anxiety,patients,,,,,,,,,pmid_34254391
264.0,,healthy,,,,,,,,,pmid_34254391
100.0,migraine,patients,,,,,,,,,pmid_33258357
46.0,,healthy,,,,,,,,,pmid_33258357
47.0,placebo analgesia,patients,,,,,,,,,pmid_21228154
31.0,alcohol-dependent,patients,AD,,,,,,,,pmid_24346135
19.0,,healthy,HC,,,,,,,,pmid_24346135
21.0,migraine without aura,patients,,21.0,0.0,,,,,,pmid_33362498
21.0,healthy,controls,,21.0,0.0,,,,,,pmid_33362498
102.0,AUD/CUD,youths,aged 13-18 years,67.0,35.0,,13-18 years,,,,pmid_33712378
20.0,pathological gambling,patients,pathological gamblers,15.0,5.0,35.0,25-45,25.0,45.0,30.0,pmid_15643429
20.0,,healthy,controls,10.0,10.0,40.0,30-50,30.0,50.0,40.0,pmid_15643429
13.0,noncomorbid conduct disorder,patients,boys,13.0,0.0,,,,,,pmid_18413706
20.0,noncomorbid ADHD,patients,boys,20.0,0.0,,,,,,pmid_18413706
20.0,,healthy,boys,20.0,0.0,,,,,,pmid_18413706
21.0,schizophrenia or schizoaffective disorder,patients,,,,,,,,,pmid_20428109
9.0,,patient controls,,,,,,,,,pmid_20428109
9.0,,healthy controls,,,,,,,,,pmid_20428109
10.0,ASDs,patients,adults,,,,,,,,pmid_21888982
10.0,,healthy,adults,,,,,,,,pmid_21888982
25.0,T2DM,patients,T2DM patients,,,,,,,,pmid_27729856
25.0,,healthy,healthy controls,,,,,,,,pmid_27729856
24.0,BD-I,patients,adolescents,,,,,,,,pmid_23265635
24.0,,healthy,comparison youth,,,,,,,,pmid_23265635
24.0,primary lateral sclerosis (PLS),patients,,,,,,,,,pmid_24211007
26.0,healthy,controls,,,,,,,,,pmid_24211007
15.0,depression,patients,,,,,,,,,pmid_21482548
14.0,schizophrenia,patients,,,,,,,,,pmid_21482548
17.0,,healthy,,,,,,,,,pmid_21482548
50.0,,healthy,,25.0,25.0,60.0,50-70,50.0,70.0,55.0,pmid_21907292
30.0,MCI,patients,,15.0,15.0,65.0,60-75,60.0,75.0,70.0,pmid_21907292
20.0,AD,patients,,10.0,10.0,70.0,65-75,65.0,75.0,70.0,pmid_21907292
19.0,remitted major depressive disorder,patients,,,,,,,,,pmid_22036801
19.0,,healthy,,,,,,,,,pmid_22036801
16.0,bipolar disorder,patients,pediatric BD,,,,,,,,pmid_21040288
16.0,typically developing,controls,,,,,,,,,pmid_21040288
16.0,,healthy,,8.0,8.0,13.5,10-17,10.0,17.0,13.5,pmid_24671141
30.0,conduct problems,patients,low CU traits,15.0,15.0,13.5,10-17,10.0,17.0,13.5,pmid_24671141
30.0,conduct problems,patients,high CU traits,15.0,15.0,13.5,10-17,10.0,17.0,13.5,pmid_24671141
80.0,high-risk youth,patients,substance-using youth,,,,,,,,pmid_26395403
12.0,dyslexic,patients,French dyslexic children with severe reading and VA span disorders,,,,,,,,pmid_20739053
12.0,,healthy,age-matched control children,,,,,,,,pmid_20739053
1.0,,healthy,volunteers,1.0,0.0,,,,,,pmid_21325618
18.0,,healthy,,,,,,,,,pmid_20147457
16.0,obese,patients,female,0.0,16.0,,,,,,pmid_28597337
1.0,,healthy,subjects,10.0,15.0,25.0,20-30,20.0,30.0,25.0,pmid_27534834
2.0,patients,patients,group 1,5.0,8.0,35.0,30-40,30.0,40.0,35.0,pmid_27534834
3.0,patients,patients,group 2,7.0,12.0,45.0,40-50,40.0,50.0,45.0,pmid_27534834
14.0,"noncomorbid, childhood-onset CD",patients,boys,14.0,0.0,,,,,,pmid_20205245
14.0,noncomorbid ADHD,patients,boys,14.0,0.0,,,,,,pmid_20205245
20.0,healthy,controls,boys,20.0,0.0,,,,,,pmid_20205245
14.0,Major Depressive Disorder,patients,currently depressed,,,,,,,,pmid_17916330
12.0,,healthy,,,,,,,,,pmid_17916330
22.0,overweight/obese,patients,children,,,,,,,,pmid_19806158
22.0,,healthy,children,,,,,,,,pmid_19806158
43.0,,healthy,,,,,,,,,pmid_29335889
25.0,TTH,patients,episodic,,,,,,,,pmid_29335889
24.0,TTH,patients,chronic,,,,,,,,pmid_29335889
31.0,migraine,patients,episodic,,,,,,,,pmid_29335889
25.0,migraine,patients,chronic,,,,,,,,pmid_29335889
12.0,MCI patients,patients,,,,,,,,,pmid_24968124
12.0,,healthy,,,,,,,,,pmid_24968124
10.0,schizophrenics,patients,men,10.0,0.0,,,,,,pmid_16139525
10.0,,healthy,men,10.0,0.0,,,,,,pmid_16139525
195.0,depression,patients,never-treated first-episode,,,,,,,,pmid_34583785
130.0,healthy,controls,,,,,,,,,pmid_34583785
30.0,constipation-predominant irritable bowel syndrome,EA,,,,,,,,,pmid_29752611
30.0,constipation-predominant irritable bowel syndrome,Mox,,,,,,,,,pmid_29752611
110.0,,healthy,adults,,,,,,,,pmid_23131525
26.0,bilateral vestibular failure (BVF),patients,,,,,,,,,pmid_31382239
27.0,,healthy,,,,,,,,,pmid_31382239
50.0,SCZ,patients,SCZ,30.0,20.0,35.0,20-50,20.0,50.0,30.0,pmid_36161199
50.0,,healthy,healthy,25.0,25.0,30.0,25-40,25.0,40.0,28.0,pmid_36161199
18.0,ADHD,patients,,18.0,0.0,,,,,,pmid_20546170
17.0,,healthy,,17.0,0.0,,,,,,pmid_20546170
7.0,,healthy,,,,,,,,,pmid_11306644
17.0,recurrent schizophrenia,patients,drug-free,,,,,,,,pmid_28649941
24.0,,healthy,,,,,,,,,pmid_28649941
31.0,frequent cannabis users,patients,,,,,,,,,pmid_22264344
20.0,sporadic cannabis users,patients,,,,,,,,,pmid_22264344
21.0,,healthy,,,,,,,,,pmid_22264344
20.0,healthy,patients,group1,10.0,10.0,30.0,20-40,20.0,40.0,25.0,pmid_12498747
15.0,,healthy,group2,8.0,7.0,45.0,35-55,35.0,55.0,50.0,pmid_12498747
31.0,,healthy,meditation,,,,,,,,pmid_19876663
21.0,,healthy,meditation,,,,,,,,pmid_19876663
2.0,patients,patients,AN-1033 and Boswell,,,,,,,,pmid_8506341
1.0,patients,patients,KJ-1360,,,,,,,,pmid_8506341
31.0,first-episode schizophrenia (FES),patients,,,,,,,,,pmid_19395244
21.0,,healthy,,,,,,,,,pmid_19395244
50.0,,healthy,control,25.0,25.0,60.0,50-70,50.0,70.0,60.0,pmid_31727363
30.0,type 2 diabetes mellitus,patients,T2DM,15.0,15.0,65.0,55-75,55.0,75.0,65.0,pmid_31727363
40.0,Alzheimer's disease,patients,AD,20.0,20.0,70.0,60-80,60.0,80.0,70.0,pmid_31727363
11.0,OCD,patients,outpatients,,,,,,,,pmid_18667293
19.0,normal,controls,,,,,,,,,pmid_18667293
28.0,,healthy,,,,,,,,,pmid_26875722
35.0,DBD,patients,,,,,,,,,pmid_26875722
18.0,DBD-HCU,patients,high CU,,,,,,,,pmid_26875722
17.0,DBD-LCU,patients,low CU,,,,,,,,pmid_26875722
49.0,,healthy,,,,,,,,,pmid_29428771
38.0,ADHD,patients,boys,38.0,0.0,13.5,11-16 years,11.0,16.0,13.5,pmid_25648705
17.0,,healthy,,,,,,,,,pmid_25309462
15.0,patients with major depressive disorder,patients,,,,,,,,,pmid_25309462
15.0,,healthy,frequent MJ users,,,,,,,,pmid_25309462
14.0,,healthy,MDD+MJ,,,,,,,,pmid_25309462
20.0,aMCI,patients,,,,,,,,,pmid_24822220
18.0,normal,subjects,,,,,,,,,pmid_24822220
15.0,lean,patients,lean individuals with T2DM,,,,,,,,pmid_31701698
14.0,obese,patients,obese individuals with T2DM,,,,,,,,pmid_31701698
50.0,healthy,patients,Group A,25.0,25.0,35.0,20-50,20.0,50.0,30.0,pmid_16129404
60.0,patients,patients,Group B,30.0,30.0,45.0,30-60,30.0,60.0,40.0,pmid_16129404
30.0,schizophrenia,patients,first-episode,15.0,15.0,25.0,20-30,20.0,30.0,25.0,pmid_15339824
30.0,control,control participants,matched,15.0,15.0,28.0,22-35,22.0,35.0,27.0,pmid_15339824
50.0,healthy,patients,adolescents,25.0,25.0,15.0,13-17,13.0,17.0,15.0,pmid_30871971
15.0,MJ teens,patients,MJ teens,,,,,,,,pmid_18356027
17.0,,healthy,non-using controls,,,,,,,,pmid_18356027
2.0,,healthy,younger adults,1.0,1.0,30.0,20-40,20.0,40.0,30.0,pmid_15028641
2.0,,healthy,older adults,1.0,1.0,60.0,50-70,50.0,70.0,60.0,pmid_15028641
13.0,,healthy,,,,,,,,,pmid_18485743
30.0,,healthy,,,,,,,,,pmid_18485743
19.0,PRS,patients,,,,,,,,,pmid_30105860
18.0,FES,patients,,,,,,,,,pmid_30105860
29.0,,healthy,,,,,,,,,pmid_30105860
72.0,migraine without aura,patients,MwoA,,,,,,,,pmid_33287704
46.0,healthy,subjects,HS,,,,,,,,pmid_33287704
12.0,,healthy,women,0.0,12.0,,,,,,pmid_17689571
12.0,,healthy,men,12.0,0.0,,,,,,pmid_17689571
10.0,PD patients with VH,patients,PD patients with VH,,,,,,,,pmid_18785653
10.0,PD patients without VH,patients,PD patients without VH,,,,,,,,pmid_18785653
10.0,,healthy,controls,,,,,,,,pmid_18785653
42.0,MCI,patients,,,,,,,,,pmid_25854929
12.0,healthy,patients,adult females,0.0,12.0,,,,,,pmid_15050549
20.0,healthy,patients,Group A,10.0,10.0,35.0,25-45,25.0,45.0,30.0,pmid_19159691
15.0,,healthy,Group B,8.0,7.0,42.0,35-50,35.0,50.0,45.0,pmid_19159691
24.0,,healthy,,,,,,,,,pmid_21079814
59.0,regular cocaine users,patients,non-treatment seeking,,,,,,,,pmid_29593581
58.0,,healthy,,,,,,,,,pmid_29593581
19.0,,healthy,,,,,,,,,pmid_16002029
15.0,AUD teens with limited exposure to drugs,patients,,,,,,,,,pmid_16002029
